"video_id","name","url","aspect_ratio","downloaded_time"
"106629516886222","106629516886222_video.mp4","fb/creatives/video/106629516886222_video.mp4",NULL,"2019-11-19 16:53:01"
"108949580048351","108949580048351_video.mp4","fb/creatives/video/108949580048351_video.mp4",NULL,"2019-11-20 03:35:57"
"112915586279621","112915586279621_video.mp4","fb/creatives/video/112915586279621_video.mp4",NULL,"2019-11-20 15:27:44"
"116706469206146","116706469206146_video.mp4","fb/creatives/video/116706469206146_video.mp4",NULL,"2019-11-20 03:36:04"
"116759752539865","116759752539865_video.mp4","fb/creatives/video/116759752539865_video.mp4",NULL,"2019-11-19 19:41:33"
"118037899078717","118037899078717_video.mp4","fb/creatives/video/118037899078717_video.mp4",NULL,"2019-11-20 11:03:51"
"124384258444081","124384258444081_video.mp4","fb/creatives/video/124384258444081_video.mp4",NULL,"2019-11-20 18:16:27"
"124389428443564","124389428443564_video.mp4","fb/creatives/video/124389428443564_video.mp4",NULL,"2019-11-20 18:16:22"
"124390365110137","124390365110137_video.mp4","fb/creatives/video/124390365110137_video.mp4",NULL,"2019-11-20 18:16:24"
"124397605109413","124397605109413_video.mp4","fb/creatives/video/124397605109413_video.mp4",NULL,"2019-11-20 18:16:25"
"124978955111179","124978955111179_video.mp4","fb/creatives/video/124978955111179_video.mp4",NULL,"2019-11-20 14:24:03"
"125491678354363","125491678354363_video.mp4","fb/creative/video/125491678354363_video.mp4",NULL,"2019-11-21 12:31:19"
"130476227609552","130476227609552_video.mp4","fb/creatives/video/130476227609552_video.mp4",NULL,"2019-11-20 00:00:10"
"130692801146560","130692801146560_video.mp4","fb/creative/video/130692801146560_video.mp4",NULL,"2019-11-22 00:58:37"
"131200354429138","131200354429138_video.mp4","fb/creatives/video/131200354429138_video.mp4",NULL,"2019-11-20 19:42:55"
"131201951095645","131201951095645_video.mp4","fb/creatives/video/131201951095645_video.mp4",NULL,"2019-11-20 19:42:49"
"131202711095569","131202711095569_video.mp4","fb/creatives/video/131202711095569_video.mp4",NULL,"2019-11-20 19:42:52"
"131203894428784","131203894428784_video.mp4","fb/creatives/video/131203894428784_video.mp4",NULL,"2019-11-20 19:43:03"
"131205611095279","131205611095279_video.mp4","fb/creatives/video/131205611095279_video.mp4",NULL,"2019-11-20 19:43:09"
"131206554428518","131206554428518_video.mp4","fb/creatives/video/131206554428518_video.mp4",NULL,"2019-11-20 19:42:51"
"131207141095126","131207141095126_video.mp4","fb/creatives/video/131207141095126_video.mp4",NULL,"2019-11-20 16:00:21"
"131208011095039","131208011095039_video.mp4","fb/creatives/video/131208011095039_video.mp4",NULL,"2019-11-20 16:01:00"
"131596754389498","131596754389498_video.mp4","fb/creatives/video/131596754389498_video.mp4",NULL,"2019-11-19 19:41:27"
"131696787659711","131696787659711_video.mp4","fb/creatives/video/131696787659711_video.mp4",NULL,"2019-11-19 23:09:50"
"131698267659563","131698267659563_video.mp4","fb/creatives/video/131698267659563_video.mp4",NULL,"2019-11-19 23:09:48"
"133733117456078","133733117456078_video.mp4","fb/creatives/video/133733117456078_video.mp4",NULL,"2019-11-20 16:02:03"
"133769970785726","133769970785726_video.mp4","fb/creatives/video/133769970785726_video.mp4",NULL,"2019-11-19 19:35:44"
"133785350784188","133785350784188_video.mp4","fb/creatives/video/133785350784188_video.mp4",NULL,"2019-11-19 19:36:14"
"134245647457942","134245647457942_video.mp4","fb/creatives/video/134245647457942_video.mp4",NULL,"2019-11-20 21:58:11"
"134247897457717","134247897457717_video.mp4","fb/creatives/video/134247897457717_video.mp4",NULL,"2019-11-20 21:58:09"
"135242673971789","135242673971789_video.mp4","fb/creatives/video/135242673971789_video.mp4",NULL,"2019-11-19 19:36:18"
"137142333834940","137142333834940_video.mp4","fb/creatives/video/137142333834940_video.mp4",NULL,"2019-11-20 04:11:01"
"137153883833785","137153883833785_video.mp4","fb/creatives/video/137153883833785_video.mp4",NULL,"2019-11-20 01:23:42"
"138667417010213","138667417010213_video.mp4","igs/video/138667417010213_video.mp4",NULL,"2019-12-17 09:35:16"
"138668300343458","138668300343458_video.mp4","igs/video/138668300343458_video.mp4",NULL,"2019-12-17 09:35:20"
"138668737010081","138668737010081_video.mp4","igs/video/138668737010081_video.mp4",NULL,"2019-12-17 09:35:21"
"140264870170974","140264870170974_video.mp4","fb/creatives/video/140264870170974_video.mp4",NULL,"2019-11-20 21:34:24"
"141009050114935","141009050114935_video.mp4","fb/creatives/video/141009050114935_video.mp4",NULL,"2019-11-21 01:16:26"
"141206650042058","141206650042058_video.mp4","fb/creatives/video/141206650042058_video.mp4",NULL,"2019-11-19 19:36:03"
"142209083322713","142209083322713_video.mp4","igs/video/142209083322713_video.mp4",NULL,"2019-12-18 01:23:48"
"142236116658895","142236116658895_video.mp4","fb/creatives/video/142236116658895_video.mp4",NULL,"2019-11-20 01:22:20"
"143059183243255","143059183243255_video.mp4","fb/creatives/video/143059183243255_video.mp4",NULL,"2019-11-21 04:20:59"
"143442503152634","143442503152634_video.mp4","fb/creatives/video/143442503152634_video.mp4",NULL,"2019-11-20 15:34:46"
"145345976342357","145345976342357_video.mp4","igs/video/145345976342357_video.mp4",NULL,"2019-12-17 08:00:19"
"147655846064633","147655846064633_video.mp4","fb/creatives/video/147655846064633_video.mp4",NULL,"2019-11-20 21:35:12"
"148049112744262","148049112744262_video.mp4","fb/creatives/video/148049112744262_video.mp4",NULL,"2019-11-19 22:43:09"
"148709052678268","148709052678268_video.mp4","fb/creative/video/148709052678268_video.mp4",NULL,"2019-11-21 08:43:36"
"148710699344770","148710699344770_video.mp4","fb/creative/video/148710699344770_video.mp4",NULL,"2019-11-21 08:43:37"
"148712609344579","148712609344579_video.mp4","fb/creative/video/148712609344579_video.mp4",NULL,"2019-11-21 08:43:45"
"148715659344274","148715659344274_video.mp4","fb/creative/video/148715659344274_video.mp4",NULL,"2019-11-21 08:43:34"
"148716536010853","148716536010853_video.mp4","fb/creative/video/148716536010853_video.mp4",NULL,"2019-11-21 09:45:55"
"148718369344003","148718369344003_video.mp4","fb/creative/video/148718369344003_video.mp4",NULL,"2019-11-21 08:43:28"
"148719596010547","148719596010547_video.mp4","fb/creative/video/148719596010547_video.mp4",NULL,"2019-11-21 08:43:29"
"148720576010449","148720576010449_video.mp4","fb/creative/video/148720576010449_video.mp4",NULL,"2019-11-21 08:43:33"
"148721682677005","148721682677005_video.mp4","fb/creative/video/148721682677005_video.mp4",NULL,"2019-11-21 08:43:42"
"148723146010192","148723146010192_video.mp4","fb/creative/video/148723146010192_video.mp4",NULL,"2019-11-21 08:43:27"
"148723999343440","148723999343440_video.mp4","fb/creative/video/148723999343440_video.mp4",NULL,"2019-11-21 08:43:43"
"148725066010000","148725066010000_video.mp4","fb/creative/video/148725066010000_video.mp4",NULL,"2019-11-21 08:43:26"
"148727972676376","148727972676376_video.mp4","fb/creative/video/148727972676376_video.mp4",NULL,"2019-11-21 08:43:38"
"148729072676266","148729072676266_video.mp4","fb/creative/video/148729072676266_video.mp4",NULL,"2019-11-21 08:43:41"
"148730342676139","148730342676139_video.mp4","fb/creative/video/148730342676139_video.mp4",NULL,"2019-11-21 09:45:57"
"148731222676051","148731222676051_video.mp4","fb/creative/video/148731222676051_video.mp4",NULL,"2019-11-21 09:45:58"
"148733026009204","148733026009204_video.mp4","fb/creative/video/148733026009204_video.mp4",NULL,"2019-11-21 08:43:39"
"149761942496713","149761942496713_video.mp4","igs/video/149761942496713_video.mp4",NULL,"2019-12-18 03:17:10"
"149898462621997","149898462621997_video.mp4","fb/creatives/video/149898462621997_video.mp4",NULL,"2019-11-19 23:44:28"
"150358289103745","150358289103745_video.mp4","igs/video/150358289103745_video.mp4",NULL,"2019-12-17 16:44:14"
"153065582307029","153065582307029_video.mp4","fb/creatives/video/153065582307029_video.mp4",NULL,"2019-11-19 18:41:48"
"153098948905945","153098948905945_video.mp4","fb/creatives/video/153098948905945_video.mp4",NULL,"2019-11-19 12:28:26"
"153099555572551","153099555572551_video.mp4","fb/creatives/video/153099555572551_video.mp4",NULL,"2019-11-19 12:28:29"
"153100152239158","153100152239158_video.mp4","fb/creatives/video/153100152239158_video.mp4",NULL,"2019-11-19 12:28:31"
"153111862237987","153111862237987_video.mp4","fb/creatives/video/153111862237987_video.mp4",NULL,"2019-11-20 19:14:37"
"153114805571026","153114805571026_video.mp4","fb/creatives/video/153114805571026_video.mp4",NULL,"2019-11-20 19:14:36"
"153115828904257","153115828904257_video.mp4","fb/creatives/video/153115828904257_video.mp4",NULL,"2019-11-20 19:14:34"
"153142665568240","153142665568240_video.mp4","fb/creative/video/153142665568240_video.mp4",NULL,"2019-11-21 08:43:32"
"153151018900738","153151018900738_video.mp4","fb/creatives/video/153151018900738_video.mp4",NULL,"2019-11-21 05:40:50"
"153152342233939","153152342233939_video.mp4","fb/creative/video/153152342233939_video.mp4",NULL,"2019-11-21 08:43:31"
"153153382233835","153153382233835_video.mp4","fb/creative/video/153153382233835_video.mp4",NULL,"2019-11-21 08:42:03"
"153154298900410","153154298900410_video.mp4","fb/creative/video/153154298900410_video.mp4",NULL,"2019-11-21 08:42:05"
"153155228900317","153155228900317_video.mp4","fb/creative/video/153155228900317_video.mp4",NULL,"2019-11-21 08:43:22"
"153156215566885","153156215566885_video.mp4","fb/creatives/video/153156215566885_video.mp4",NULL,"2019-11-21 05:40:51"
"153157132233460","153157132233460_video.mp4","fb/creative/video/153157132233460_video.mp4",NULL,"2019-11-21 08:43:21"
"153158018900038","153158018900038_video.mp4","fb/creative/video/153158018900038_video.mp4",NULL,"2019-11-21 08:43:20"
"153159752233198","153159752233198_video.mp4","fb/creative/video/153159752233198_video.mp4",NULL,"2019-11-21 08:42:09"
"153160695566437","153160695566437_video.mp4","fb/creative/video/153160695566437_video.mp4",NULL,"2019-11-21 08:42:11"
"153161502233023","153161502233023_video.mp4","fb/creative/video/153161502233023_video.mp4",NULL,"2019-11-21 08:42:07"
"153162278899612","153162278899612_video.mp4","fb/creatives/video/153162278899612_video.mp4",NULL,"2019-11-21 05:40:49"
"153163222232851","153163222232851_video.mp4","fb/creatives/video/153163222232851_video.mp4",NULL,"2019-11-21 05:40:47"
"153164018899438","153164018899438_video.mp4","fb/creative/video/153164018899438_video.mp4",NULL,"2019-11-21 08:41:58"
"153164885566018","153164885566018_video.mp4","fb/creative/video/153164885566018_video.mp4",NULL,"2019-11-21 08:42:08"
"153166092232564","153166092232564_video.mp4","fb/creative/video/153166092232564_video.mp4",NULL,"2019-11-21 08:42:06"
"153166775565829","153166775565829_video.mp4","fb/creative/video/153166775565829_video.mp4",NULL,"2019-11-21 08:42:02"
"153167545565752","153167545565752_video.mp4","fb/creative/video/153167545565752_video.mp4",NULL,"2019-11-21 08:42:01"
"153168318899008","153168318899008_video.mp4","fb/creative/video/153168318899008_video.mp4",NULL,"2019-11-21 08:41:59"
"153261322224649","153261322224649_video.mp4","fb/creatives/video/153261322224649_video.mp4",NULL,"2019-11-20 05:20:47"
"153956708888640","153956708888640_video.mp4","fb/creatives/video/153956708888640_video.mp4",NULL,"2019-11-19 16:11:22"
"153972015553776","153972015553776_video.mp4","fb/creatives/video/153972015553776_video.mp4",NULL,"2019-11-19 16:10:57"
"153997658884545","153997658884545_video.mp4","fb/creatives/video/153997658884545_video.mp4",NULL,"2019-11-19 16:11:13"
"153997722217872","153997722217872_video.mp4","fb/creatives/video/153997722217872_video.mp4",NULL,"2019-11-19 16:11:06"
"154330655443889","154330655443889_video.mp4","igs/video/154330655443889_video.mp4",NULL,"2019-12-17 16:43:58"
"156699261879247","156699261879247_video.mp4","fb/creatives/video/156699261879247_video.mp4",NULL,"2019-11-20 19:44:22"
"156999441871841","156999441871841_video.mp4","fb/creatives/video/156999441871841_video.mp4",NULL,"2019-11-21 03:14:40"
"157530551797016","157530551797016_video.mp4","fb/creatives/video/157530551797016_video.mp4",NULL,"2019-11-20 12:23:55"
"158081095117118","158081095117118_video.mp4","igs/video/158081095117118_video.mp4",NULL,"2019-12-17 11:52:12"
"158447861705285","158447861705285_video.mp4","fb/creatives/video/158447861705285_video.mp4",NULL,"2019-11-20 12:21:51"
"158447895038615","158447895038615_video.mp4","fb/creatives/video/158447895038615_video.mp4",NULL,"2019-11-20 12:22:02"
"160044778159073","160044778159073_video.mp4","fb/creatives/video/160044778159073_video.mp4",NULL,"2019-11-20 21:36:11"
"160613138078260","160613138078260_video.mp4","igs/video/160613138078260_video.mp4",NULL,"2019-12-17 11:34:57"
"160623574842367","160623574842367_video.mp4","fb/creatives/video/160623574842367_video.mp4",NULL,"2019-11-19 12:00:33"
"163520151144869","163520151144869_video.mp4","fb/creatives/video/163520151144869_video.mp4",NULL,"2019-11-20 21:36:03"
"163526034477614","163526034477614_video.mp4","fb/creatives/video/163526034477614_video.mp4",NULL,"2019-11-20 21:35:58"
"163528077810743","163528077810743_video.mp4","fb/creatives/video/163528077810743_video.mp4",NULL,"2019-11-20 21:35:56"
"163528984477319","163528984477319_video.mp4","fb/creatives/video/163528984477319_video.mp4",NULL,"2019-11-20 21:36:01"
"163529761143908","163529761143908_video.mp4","fb/creatives/video/163529761143908_video.mp4",NULL,"2019-11-20 21:35:53"
"163783514505053","163783514505053_video.mp4","fb/creatives/video/163783514505053_video.mp4",NULL,"2019-11-20 04:15:38"
"163783541171717","163783541171717_video.mp4","fb/creatives/video/163783541171717_video.mp4",NULL,"2019-11-20 12:23:29"
"164087851064122","164087851064122_video.mp4","igs/video/164087851064122_video.mp4",NULL,"2019-12-17 17:22:23"
"164259901046917","164259901046917_video.mp4","igs/video/164259901046917_video.mp4",NULL,"2019-12-18 02:47:26"
"164734071119121","164734071119121_video.mp4","fb/creatives/video/164734071119121_video.mp4",NULL,"2019-11-20 01:55:40"
"165597917579782","165597917579782_video.mp4","igs/video/165597917579782_video.mp4",NULL,"2019-12-17 16:44:12"
"166984114131806","166984114131806_video.mp4","fb/creatives/video/166984114131806_video.mp4",NULL,"2019-11-20 21:35:30"
"167031970793687","167031970793687_video.mp4","fb/creatives/video/167031970793687_video.mp4",NULL,"2019-11-20 15:34:29"
"169522473853993","169522473853993_video.mp4","igs/video/169522473853993_video.mp4",NULL,"2019-12-17 16:44:05"
"171639840387314","171639840387314_video.mp4","fb/creatives/video/171639840387314_video.mp4",NULL,"2019-11-20 10:51:29"
"173077600298787","173077600298787_video.mp4","igs/video/173077600298787_video.mp4",NULL,"2019-12-17 09:28:40"
"173648686774705","173648686774705_video.mp4","igs/video/173648686774705_video.mp4",NULL,"2019-12-17 17:22:17"
"173669590105948","173669590105948_video.mp4","igs/video/173669590105948_video.mp4",NULL,"2019-12-17 06:49:52"
"175078533398531","175078533398531_video.mp4","fb/creative/video/175078533398531_video.mp4",NULL,"2019-11-21 10:40:08"
"175107559962151","175107559962151_video.mp4","igs/video/175107559962151_video.mp4",NULL,"2019-12-17 16:44:10"
"175111473295093","175111473295093_video.mp4","igs/video/175111473295093_video.mp4",NULL,"2019-12-17 16:44:08"
"176380449959611","176380449959611_video.mp4","fb/creatives/video/176380449959611_video.mp4",NULL,"2019-11-20 03:36:25"
"177190603111157","177190603111157_video.mp4","fb/creative/video/177190603111157_video.mp4",NULL,"2019-11-21 11:04:20"
"177195826443968","177195826443968_video.mp4","fb/creative/video/177195826443968_video.mp4",NULL,"2019-11-21 11:04:42"
"177198139777070","177198139777070_video.mp4","fb/creative/video/177198139777070_video.mp4",NULL,"2019-11-21 10:49:07"
"177204246443126","177204246443126_video.mp4","fb/creative/video/177204246443126_video.mp4",NULL,"2019-11-21 11:04:12"
"177869006449463","177869006449463_video.mp4","igs/video/177869006449463_video.mp4",NULL,"2019-12-17 05:12:35"
"178064676449853","178064676449853_video.mp4","fb/creatives/video/178064676449853_video.mp4",NULL,"2019-11-20 03:34:54"
"178286626434358","178286626434358_video.mp4","fb/creatives/video/178286626434358_video.mp4",NULL,"2019-11-20 03:36:12"
"178556943071374","178556943071374_video.mp4","igs/video/178556943071374_video.mp4",NULL,"2019-12-17 07:59:59"
"180544759499340","180544759499340_video.mp4","fb/creatives/video/180544759499340_video.mp4",NULL,"2019-11-20 03:36:07"
"181110086028565","181110086028565_video.mp4","igs/video/181110086028565_video.mp4",NULL,"2019-12-17 16:30:13"
"181112802694960","181112802694960_video.mp4","igs/video/181112802694960_video.mp4",NULL,"2019-12-17 16:30:41"
"181115029361404","181115029361404_video.mp4","igs/video/181115029361404_video.mp4",NULL,"2019-12-17 16:30:38"
"182941495868573","182941495868573_video.mp4","igs/video/182941495868573_video.mp4",NULL,"2019-12-17 13:36:15"
